player,season,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Martin Odegaard,2324,48,3996,36,36,3181,35.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,35.3,8,76,21,28.0,3.18,0.61,0.08,0.29,20.2,4,2,2,0.08,0.6,0.2,1692,2006,84.3,25780,7898,907,992,91.4,635,744,85.3,91,140,65.0,10,9.6,11.2,0.4,102,160,130,13,344,2006,1887,103,55,39,3,81,13,26,21,1,0,1692,16,38,220,6.41,178,17,8,10,6,1,23,0.67,18,2,0,2,1,0,49,18,18,21,10,17,58,29.3,41,23,1,22,15,64,5,0,2326,24,244,926,1173,165,2324,81,37,45.7,38,46.9,1563,8190,3514,91,83,37,53,58,1827,202,178,190.4,36,178,23,0,0,1,2.37,81,25,56,-0.31,0.59,68.6,24.9,43.7,1.27,0.04,0,31,39,3,81,15,18,1,0,0,158,3,9,25.0
Mats Hummels,2324,68,3976,27,22,1761,19.6,3,0,3,3,0,0,4,1,3.2,3.2,0.9,4.1,11,82,1,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23,19.6,3,18,7,87.5,1.91,0.8400000000000001,0.19,0.5,11.7,0,0,0,0.23,-0.2,-0.2,1262,1418,89.0,25463,8497,381,402,94.8,722,781,92.4,150,202,74.3,0,0.9,1.4,-0.9,9,86,6,0,82,1418,1366,50,44,3,16,3,3,0,0,0,0,1262,2,10,24,1.37,20,0,0,3,0,1,2,0.11,1,0,0,1,0,0,52,36,34,12,6,30,53,56.6,23,33,11,22,38,85,82,0,1649,167,698,888,76,20,1649,7,2,28.6,4,57.1,1095,5594,3224,11,13,1,7,6,1183,1,153,118.4,22,165,15,5,18,5,3.38,40,27,13,2.07,0.1599999999999999,31.0,26.5,4.5,0.26,-0.17,0,13,10,0,3,38,36,0,2,0,99,38,24,61.3
Nico Williams,2324,42,4004,37,33,2712,30.1,8,16,24,8,0,0,7,1,6.0,6.0,5.7,11.7,143,66,302,0.8,1.44,2.24,0.8,2.24,0.24,0.22,0.46,0.24,0.46,30.1,8,74,24,61.7,5.84,1.76,0.26,0.86,15.7,1,0,0,0.11,-1.0,-1.0,579,828,69.9,9035,2545,321,374,85.8,196,265,74.0,43,101,42.6,16,5.7,7.5,5.3,47,26,48,22,66,828,739,85,16,8,3,185,11,57,36,8,0,579,4,47,121,4.81,72,18,19,6,6,0,24,0.95,15,2,4,1,2,0,31,15,9,15,7,13,36,36.1,23,18,2,16,3,34,4,1,1203,14,112,372,746,148,1203,193,86,44.6,92,47.7,800,6467,3736,143,77,62,76,51,849,302,148,123.8,33,179,10,4,42,0,4.57,56,26,30,2.64,0.77,38.6,25.9,12.8,0.51,0.61,1,20,47,17,185,3,15,3,1,0,131,8,9,47.1
Phil Foden,2324,68,6000,42,40,3436,38.1,22,9,31,22,0,0,3,0,10.3,10.3,8.4,18.7,93,168,269,1.63,0.4599999999999999,2.09,1.63,2.09,0.33,0.26,0.59,0.33,0.59,38.1,22,126,57,134.2,11.0,5.04,0.4599999999999999,1.05,18.5,4,0,0,0.1,8.7,8.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,9,8.4,6.9,-0.4,73,71,57,5,168,1767,1684,79,19,15,6,109,4,50,26,14,0,1511,4,49,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0,31,25,11,10,10,13,31,41.9,18,30,0,30,16,44,18,1,2146,22,174,785,1211,190,2146,102,47,46.1,46,45.1,1435,6921,3434,93,79,56,62,49,1753,269,241,244.1,40,244,23,2,25,3,7.74,91,29,62,6.92,-1.25,65.4,28.8,36.6,1.15,-0.18,0,17,74,7,109,16,25,0,1,0,127,6,17,26.1
Rodri,2324,193,13967,74,53,4882,54.4,11,12,23,11,0,0,8,1,5.199999999999999,5.199999999999999,5.1,10.2,125,441,171,1.99,1.69,3.67,1.99,3.67,0.21,0.22,0.43,0.21,0.43,54.4,11,93,31,130.0,9.73,3.4299999999999997,0.63,1.11,39.2,0,0,0,0.13,2.8,2.8,3814,4226,170.8,63938,17648,1934,2060,184.7,1417,1543,172.3,367,449,141.1,12,5.1,8.3,3.899999999999999,64,414,93,6,441,4226,4116,102,74,21,37,56,19,8,5,0,0,3814,8,43,190,7.65,154,3,11,7,9,6,23,0.71,17,0,3,1,1,1,87,62,31,40,16,37,81,86.4,44,43,8,35,38,121,43,4,4699,117,762,2662,1312,123,4699,121,66,107.7,38,64.0,3009,14828,8015,125,118,26,51,50,3806,171,500,456.7000000000001,53,501,35,21,54,11,11.29,121,45,76,11.48,5.26,85.7,47.5,38.2,0.8900000000000001,0.63,0,55,73,10,56,38,62,1,0,0,293,54,31,71.1
Ruben Dias,2324,77,5991,35,32,2964,32.9,0,1,1,0,0,0,1,0,1.4,1.4,0.3,1.7,34,173,16,0.0,0.29,0.29,0.0,0.29,0.05,0.01,0.06,0.05,0.06,32.9,0,24,9,65.0,1.84,0.5700000000000001,0.0,0.0,15.2,0,0,0,0.07,-1.4,-1.4,2469,2635,93.7,42764,13568,1039,1076,96.6,1256,1306,96.2,146,204,71.6,1,0.3,1.9,-0.3,7,220,12,3,173,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1,39,24,14,21,4,19,26,73.1,7,32,17,15,34,69,77,0,2877,231,1002,1600,282,34,2877,1,0,0.0,1,100.0,1996,10862,6693,34,70,1,10,7,2301,16,254,183.1,32,270,32,3,65,8,8.3,78,28,50,7.869999999999999,1.06,62.2,25.4,36.8,1.3,0.45,0,30,15,1,13,34,24,0,1,1,108,47,42,52.8
Toni Kroos,2324,66,3980,34,24,2179,24.200000000000003,1,8,9,1,0,0,3,0,1.6,1.6,4.9,6.5,32,290,29,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,24.200000000000003,1,35,13,37.1,1.48,0.55,0.03,0.08,25.2,10,0,0,0.05,-0.6,-0.6,2291,2505,91.5,42164,15443,1087,1121,97.0,828,881,94.0,333,438,76.0,8,4.9,5.9,3.1,62,327,23,5,290,2505,2260,239,137,6,53,122,13,89,32,34,0,2291,6,13,100,4.24,61,34,0,4,1,0,11,0.47,6,5,0,0,0,0,53,35,19,25,9,24,59,40.7,35,22,4,18,17,70,11,1,2656,58,546,1641,492,13,2656,8,5,62.5,3,37.5,1758,8020,4189,32,51,1,8,6,2128,29,119,88.3,24,80,10,10,77,5,2.48,54,21,33,-0.1999999999999999,-2.6500000000000004,42.1,23.9,18.3,0.77,-0.27,0,17,38,3,122,17,35,0,0,0,144,8,4,66.7
Vinicius Junior,2324,46,4000,27,23,1984,22.0,15,5,20,14,1,1,8,0,13.1,12.3,4.2,16.6,137,57,277,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.8,22.0,15,82,40,89.4,7.470000000000001,3.33,0.18,0.37,14.6,0,1,1,0.16,1.9,1.7,499,690,72.3,7273,1443,312,370,84.3,115,171,67.3,43,76,56.6,5,4.2,4.4,0.8,30,37,20,2,57,690,663,22,4,10,22,64,7,5,0,0,0,499,5,34,79,3.81,43,1,19,8,6,2,10,0.48,5,0,1,3,0,1,18,13,5,5,8,3,12,25.0,9,13,0,13,1,19,3,2,1058,2,51,290,733,193,1057,176,65,36.9,95,54.0,797,6384,3440,137,74,88,71,40,888,277,192,111.6,23,200,8,4,26,3,2.62,50,16,34,0.24,-3.21,39.3,19.3,20.0,0.96,0.19,0,26,55,10,64,1,13,0,0,0,44,1,7,12.5
Vitinha,2324,115,10000,62,42,3939,43.8,12,6,18,12,0,0,4,0,9.3,9.3,6.1,15.6,66,209,227,1.22,0.37,1.59,1.22,1.59,0.99,0.45,1.4500000000000002,0.99,1.4500000000000002,43.8,12,110,36,132.2,15.81,4.7700000000000005,0.38,1.1,48.0,1,0,0,0.29,2.6999999999999997,2.6999999999999997,1852,2127,219.7,29813,7429,937,1022,248.4,704,779,229.0,134,178,168.89999999999998,6,6.1,6.6000000000000005,-0.1,57,170,43,6,209,2127,2003,116,43,8,12,77,16,21,9,3,0,1852,8,41,124,9.48,94,8,8,3,9,2,20,1.18,15,1,1,2,1,0,55,41,16,21,18,20,62,108.3,42,42,13,29,37,83,40,2,2572,77,382,1261,959,143,2572,96,51,131.5,42,146.5,2035,10402,4214,66,85,24,80,43,1942,227,334,286.3,42,423,26,20,65,6,9.93,91,40,51,4.35,-4.96,72.7,42.8,29.799999999999997,1.65,0.59,0,56,53,10,77,37,41,0,0,0,202,23,55,88.3
William Saliba,2324,44,4002,39,39,3510,39.0,2,1,3,2,0,0,5,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,39.0,2,10,3,30.0,0.26,0.08,0.2,0.67,10.5,0,0,0,0.16,0.4,0.4,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1,0.2,0.9,0.8,6,175,6,1,157,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11,29,0.76,26,0,1,2,0,0,3,0.08,3,0,0,0,0,0,41,27,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3,3093,223,1239,1720,142,15,3093,15,10,66.7,4,26.7,1992,9002,5201,16,22,1,22,13,2297,6,180,200.0,39,180,39,0,0,0,2.34,91,31,60,-0.3700000000000001,0.0,76.1,27.9,48.2,1.27,0.0,0,24,17,0,3,29,27,0,1,0,213,72,49,59.5
Alex Grimaldo,2324,54,3990,39,36,3235,35.9,10,14,24,10,0,0,2,0,5.7,5.7,9.1,14.8,77,162,261,0.32,0.62,0.94,0.32,0.94,0.18,0.3,0.48,0.18,0.48,35.9,10,84,26,55.5,4.89,1.34,0.14,0.43,21.7,18,0,0,0.08,4.3,4.3,1762,2148,82.0,24881,6698,1116,1208,92.4,500,606,82.5,88,200,44.0,14,9.1,11.1,3.9,78,79,71,22,162,2148,1801,338,35,5,11,233,192,111,60,17,1,1762,9,49,131,4.23,88,29,5,5,3,1,21,0.68,13,3,1,2,2,0,45,27,26,10,9,30,55,54.5,25,32,7,25,29,67,41,0,2465,60,429,940,1112,106,2465,48,20,41.7,23,47.9,1346,6006,3113,77,56,15,50,18,1681,261,159,174.5,36,174,29,3,40,0,5.640000000000001,98,26,72,5.5,1.59,65.3,26.1,39.2,1.27,-0.22,0,15,27,3,233,29,27,1,0,0,168,12,19,38.7
Achraf Hakimi,2425,50,3996,30,28,2472,27.5,5,7,12,5,0,0,4,0,2.9,2.9,6.2,9.1,93,183,273,0.39,0.48,0.88,0.39,0.88,0.13,0.27,0.4,0.13,0.4,27.5,5,41,16,81.9,3.3899999999999997,1.41,0.24,0.5800000000000001,19.2,5,0,0,0.09,1.1,1.1,1898,2140,88.7,26053,7482,1187,1266,93.8,573,644,89.0,63,96,65.6,7,6.2,5.3,-0.2,50,138,37,9,183,2140,1949,188,34,2,8,92,150,4,0,1,0,1898,3,32,104,4.53,91,3,4,1,3,2,11,0.48,10,0,1,0,0,0,48,39,18,20,10,27,55,49.1,28,25,2,23,32,79,18,3,2371,40,430,980,974,81,2371,52,26,50.0,21,40.4,1384,6012,3501,93,57,21,38,15,1817,273,164,138.7,28,175,23,2,62,2,5.24,79,23,56,4.4,0.56,64.6,20.1,44.6,1.94,0.75,0,27,28,13,92,32,39,0,0,0,136,9,12,42.9
Alexis Mac Allister,2425,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,28.9,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,0.07,2.2,2.2,1273,1524,83.5,20344,5748,658,729,90.3,493,558,88.4,89,160,55.6,5,4.7,5.6,0.3,45,122,35,2,177,1524,1403,116,35,6,3,86,9,71,26,36,0,1273,5,31,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1,1860,56,284,960,637,60,1860,42,16,38.1,21,50.0,915,3782,2018,36,43,5,31,22,1228,80,74,76.0,30,82,17,5,26,1,2.34,69,24,45,1.56,1.56,64.2,24.3,39.9,1.38,0.98,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8
Cole Palmer,2425,65,6006,43,37,3430,38.2,16,9,25,12,4,5,7,0,17.5,13.5,11.0,24.5,126,230,204,1.02,0.83,1.86,0.91,1.75,0.66,0.45,1.1,0.55,0.99,38.2,16,127,47,136.4,8.22,3.45,0.42,0.75,39.5,12,4,5,0.1699999999999999,-1.4999999999999998,-1.4999999999999998,1199,1559,151.7,22554,5907,499,579,174.0,496,591,156.9,176,296,102.8,9,11.0,9.5,-2.0,89,169,71,17,230,1559,1343,207,47,23,14,155,23,76,49,6,0,1199,9,48,205,8.73,136,22,16,21,8,2,16,1.43,12,0,2,1,1,0,36,21,13,10,13,13,29,94.4,16,17,1,16,12,47,21,1,1953,25,156,857,965,150,1948,123,52,55.1,54,120.7,1234,8333,4006,126,79,43,73,38,1442,204,206,164.9,37,178,27,6,62,3,3.46,69,44,25,2.04,-2.24,66.8,46.1,20.7,0.5599999999999999,0.8,0,17,64,8,155,12,21,1,0,0,111,2,7,22.2
Declan Rice,2425,75,5997,43,40,3563,39.6,4,8,12,4,0,0,7,1,3.9,3.9,6.699999999999999,10.6,95,231,108,0.13,0.35,0.48,0.13,0.48,0.16,0.2299999999999999,0.39,0.16,0.39,39.6,4,57,17,62.5,2.7,0.8400000000000001,0.08,0.29,39.8,2,0,0,0.11,0.0999999999999999,0.0999999999999999,1860,2180,174.7,31476,8156,906,979,186.2,756,828,184.0,155,284,135.2,8,6.699999999999999,6.1,1.3,63,185,40,8,231,2180,1952,220,82,6,22,171,5,108,94,3,0,1860,8,21,126,5.68,75,33,4,7,5,2,12,0.61,8,2,1,1,0,0,72,40,33,31,8,22,49,104.0,27,32,14,18,33,105,61,0,2552,104,450,1268,855,92,2552,37,20,123.3,16,73.3,1391,8281,4106,95,67,16,43,38,1718,108,228,222.6,40,183,30,3,71,1,4.62,64,34,30,1.15,-0.17,54.8,34.0,20.8,0.5299999999999999,0.0,1,26,19,2,171,33,40,0,0,0,193,45,31,116.8
Denzel Dumfries,2425,83,5988,36,25,2499,27.8,7,2,9,7,0,0,7,0,5.7,5.7,3.9,9.5,62,70,215,0.32,0.09,0.41,0.32,0.41,0.3,0.29,0.5900000000000001,0.3,0.5900000000000001,27.8,7,40,19,52.8,2.46,0.87,0.19,0.37,21.3,0,0,0,0.22,1.3,1.3,823,1102,153.8,13361,3913,426,494,174.3,331,452,154.0,55,100,100.9,2,3.9,3.3,-1.9,26,36,25,12,70,1102,897,201,5,2,5,79,196,0,0,0,0,823,4,35,64,4.33,44,7,3,4,4,2,4,0.18,2,0,0,1,1,0,32,24,16,9,7,18,34,109.0,16,36,10,26,10,41,32,1,1350,45,241,557,567,109,1350,52,15,57.5,32,119.3,715,3305,1542,62,29,18,30,18,869,215,205,166.7,25,175,20,11,76,5,7.029999999999999,55,27,28,3.7,3.68,47.2,26.6,20.6,1.07,-0.39,0,66,24,7,79,10,24,2,1,0,80,64,23,134.3
Desire Doue,2425,38,4010,37,24,2201,24.4,10,11,21,10,0,0,1,0,5.1,5.1,7.8,13.0,97,139,232,1.07,1.27,2.34,1.07,2.34,0.27,0.41,0.67,0.27,0.67,24.4,10,80,27,64.4,7.640000000000001,2.38,0.27,0.8699999999999999,17.9,0,0,0,0.09,0.9,0.9,933,1133,82.3,13916,3351,518,570,90.9,330,399,82.7,48,88,54.5,11,7.8,5.7,-1.8,55,83,51,16,139,1133,1066,66,11,8,7,102,24,23,8,5,1,933,1,21,109,5.66,84,1,14,4,5,1,24,1.25,15,0,4,1,3,1,48,38,15,19,14,24,51,47.1,27,26,0,26,14,61,7,0,1461,4,137,646,701,123,1461,129,57,44.2,61,47.3,899,5730,3076,97,50,47,54,37,1164,232,135,139.1,24,154,7,13,29,1,5.15,69,26,43,4.04,-0.51,49.2,17.5,31.6,1.64,-0.12,0,33,50,3,102,14,38,2,0,0,93,8,10,44.4
Erling Haaland,2425,48,4000,34,33,2918,32.4,23,4,27,20,3,5,2,0,22.0,18.8,3.0,21.8,24,20,124,1.21,0.59,1.81,1.11,1.71,0.72,0.1,0.82,0.62,0.72,32.4,23,114,60,102.9,8.370000000000001,4.28,0.28,0.55,12.3,1,3,5,0.19,0.0,0.2,255,381,66.9,3086,593,175,246,71.1,59,84,70.2,4,6,66.7,4,3.0,2.0,0.0,29,10,8,1,20,381,372,7,0,1,0,3,1,0,0,0,0,255,2,10,71,2.34,51,0,8,10,2,0,9,0.3,6,0,2,1,0,0,11,6,3,3,5,3,8,37.5,5,12,1,11,5,16,23,0,639,22,40,222,384,190,635,36,13,36.1,20,55.6,310,1494,577,24,15,23,45,27,478,124,149,113.7,33,163,26,1,32,2,3.77,61,40,21,1.15,-2.91,56.2,40.5,15.7,0.52,-0.1,0,25,13,4,3,5,6,0,0,0,34,57,50,53.3
Fabian Ruiz Pena,2425,83,5988,42,32,2848,31.7,6,7,13,6,0,0,2,0,6.0,6.0,5.7,11.6,65,252,108,0.52,0.56,1.09,0.52,1.09,0.48,0.38,0.86,0.48,0.86,31.7,6,66,20,96.5,6.24,2.03,0.21,0.66,39.9,0,0,0,0.2,0.0,0.0,1850,2069,178.3,30133,7773,940,1016,184.7,728,785,185.1,131,170,154.0,7,5.7,5.8,1.3,46,201,42,3,252,2069,2004,61,45,9,18,39,11,3,0,0,0,1850,4,34,108,7.33,95,0,4,6,1,2,19,1.48,15,0,2,1,0,1,46,41,18,15,13,27,57,104.7,30,28,3,25,24,66,32,2,2298,57,316,1331,667,74,2298,37,26,140.6,11,59.4,1364,6935,3620,65,55,10,27,24,1829,108,218,212.1,32,246,19,10,36,3,8.07,82,30,52,5.82,0.05,65.39999999999999,26.7,38.7,2.33,-0.81,0,11,16,6,39,24,41,0,0,0,181,6,9,88.5
Florian Wirtz,2425,62,6009,40,30,2885,32.0,12,13,25,10,2,4,6,0,10.0,6.699999999999999,7.8,14.5,148,196,343,1.03,0.81,1.84,0.96,1.77,0.59,0.54,1.13,0.46,1.0,32.0,12,90,39,97.3,8.23,2.66,0.36,0.9,40.0,1,2,4,0.16,2.0,3.3,1538,1939,166.7,20722,5637,981,1113,180.1,415,551,159.4,72,138,111.9,13,7.8,10.2,4.2,64,104,68,8,196,1939,1797,131,25,28,9,116,54,44,17,4,0,1538,11,42,160,10.0,117,8,24,6,4,1,26,0.99,18,0,4,3,1,0,35,24,10,14,11,10,25,74.19999999999999,15,35,3,32,15,46,7,1,2317,11,147,909,1290,149,2313,179,91,124.1,82,72.3,1359,8049,4124,148,85,57,63,51,1814,343,196,188.0,30,257,19,10,94,0,6.9399999999999995,67,37,30,2.36,-1.4700000000000002,49.8,30.0,19.8,1.82,0.5,0,29,43,14,116,15,24,1,0,0,130,10,40,40.0
Gianluigi Donnarumma,2425,49,3998,28,28,2451,27.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,639,734,172.6,14118,8304,141,141,200.0,376,380,198.8,120,211,113.0,0,0.0,0.0,0.0,0,4,0,0,0,734,589,145,40,0,0,0,0,0,0,0,0,639,0,0,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,16,0,794,661,781,13,0,0,794,0,0,0.0,0,0.0,424,2074,1232,0,0,0,0,0,423,0,177,168.3,28,177,27,0,0,7,3.46,65,30,35,1.09,-0.27,66.2,24.5,41.7,1.5100000000000002,0.5,0,0,4,0,0,0,1,0,0,0,44,5,0,200.0
Joao Neves,2425,57,6012,36,28,2356,26.2,4,8,12,4,0,0,2,0,3.1,3.1,4.0,7.1,36,152,83,0.36,0.39,0.75,0.36,0.75,0.21,0.2,0.4,0.21,0.4,26.2,4,33,13,89.3,3.37,0.95,0.36,0.77,35.099999999999994,0,0,0,0.16,-0.1,-0.1,1559,1708,183.1,24855,5613,829,879,187.7,590,632,188.5,104,133,177.7,8,4.0,4.0,4.0,33,136,22,2,152,1708,1610,95,36,11,17,18,48,0,0,0,0,1559,3,15,71,6.83,59,1,3,2,3,3,14,0.68,14,0,0,0,0,0,63,40,20,26,17,27,45,60.0,18,30,9,21,30,91,22,1,1935,47,330,1103,519,56,1935,32,17,103.3,12,86.7,1072,5148,2402,36,45,3,26,17,1458,83,190,151.7,28,239,14,8,23,7,6.62,78,30,48,2.16,-2.15,53.6,22.5,31.1,0.92,-2.16,0,26,36,4,18,30,40,0,0,0,131,21,13,63.6
Jude Bellingham,2425,62,6009,42,39,3518,39.0,12,10,22,11,1,2,8,2,12.0,10.5,4.3,14.8,100,235,179,0.8500000000000001,0.6699999999999999,1.51,0.81,1.48,0.5,0.2,0.7000000000000001,0.4499999999999999,0.65,39.0,12,77,30,132.2,5.73,2.45,0.55,1.23,29.299999999999997,0,1,2,0.28,-1.0,-0.5,1644,1911,171.8,26193,5651,894,979,183.4,582,665,173.5,132,166,162.2,10,4.3,5.6,4.699999999999999,48,158,36,0,235,1911,1846,54,24,25,22,29,14,1,0,0,0,1644,11,35,124,6.47,102,1,5,9,3,4,17,1.03,15,0,0,1,1,0,76,49,23,32,21,30,51,88.9,21,44,3,41,34,108,30,2,2324,41,287,1144,923,144,2322,112,58,100.6,43,77.8,1529,7942,3736,100,82,23,66,54,1908,179,266,226.9,39,290,26,3,59,1,5.65,79,46,33,2.03,-1.13,60.3,39.8,20.5,0.65,-0.0099999999999999,0,44,94,11,29,34,49,1,0,0,124,37,44,84.2
Khvicha Kvaratskhelia,2425,114,10005,39,33,2722,30.299999999999997,10,6,16,9,1,1,1,0,8.399999999999999,7.699999999999999,9.2,16.8,140,110,239,1.03,0.52,1.5599999999999998,0.96,1.48,0.9,0.92,1.82,0.8400000000000001,1.76,30.299999999999997,10,101,37,160.10000000000002,16.37,5.89,0.37,1.02,62.599999999999994,5,1,1,0.34,1.6,1.2999999999999998,888,1094,241.1,13473,3470,525,573,275.4,274,324,262.5,62,123,124.9,6,9.2,7.3,-3.1999999999999997,61,66,48,9,110,1094,977,111,23,12,8,109,18,65,34,17,0,888,6,29,130,13.659999999999998,90,14,12,5,6,3,14,1.25,10,0,3,1,0,0,38,31,8,26,4,20,44,133.2,24,22,2,20,6,44,13,0,1457,8,105,567,814,156,1456,155,55,110.3,82,155.5,927,6982,3829,140,105,70,49,52,1115,239,364,230.8,33,435,12,6,58,4,10.74,56,24,32,6.42,0.8300000000000003,48.2,28.3,20.0,0.7699999999999996,3.11,0,29,63,0,109,6,31,0,0,0,85,7,16,81.9
Kylian Mbappe,2425,75,5994,43,40,3607,40.099999999999994,34,4,38,26,8,10,4,1,28.799999999999997,20.700000000000003,8.4,29.1,178,167,441,1.91,0.28,2.2,1.5,1.79,1.37,0.37,1.73,0.99,1.35,40.099999999999994,34,186,87,120.5,13.36,5.4,0.3399999999999999,0.8200000000000001,34.7,4,8,10,0.21,3.1999999999999997,3.3000000000000003,1107,1327,169.7,16078,2913,671,756,180.5,295,344,172.1,76,93,172.8,4,8.4,7.6,-4.4,54,88,62,4,167,1327,1248,73,4,6,24,42,13,8,1,1,0,1107,6,37,160,9.36,99,3,31,18,9,0,16,0.65,9,1,2,3,1,0,9,5,2,3,4,1,7,20.0,6,7,1,6,1,10,1,1,1810,2,46,498,1283,359,1800,221,100,94.4,106,92.8,1259,8259,4448,178,109,116,90,55,1563,441,238,203.9,40,257,25,3,53,1,5.59,80,40,40,2.44,0.37,76.3,39.7,36.599999999999994,1.59,0.98,0,27,49,46,42,1,5,3,0,0,46,6,6,140.0
